Year,Contract Duration.MV,Age,G,G.Ln,G.Sqr,PA,PA.Ln,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,TB.Sqr,GDP,HBP,SH,SH.Sqr,SF,IBB,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,WAA.Sqr,Rrep,RAR,WAR,WAR.Stdz,WAR.Sqr,WAR.Exp,oWAR,dWAR,oRAR,Traded,FA,Ama,Outs,Outs.Sqr,Outs.Ln,RC,RC/G,AIR,BAbip,lgBA,lgOBP,lgSLG,lgOPS,OWn%,BtRuns,BtWins,TotA,SecA,ISO,PwrSpd,HR%,SO%,BB%,XBH%,IP%,LD%,Plays,Plays.Sqr,Plays.Ln,WPA,aLI,WPA/LI,Clutch,RE24,REW,boLI,PHlev,Yrs,cumulG,cumulPA,cumulPA.Ln,cumulAB,cumulAB.Ln,cumulR,cumulR.Ln,cumulH,cumulH.Ln,cumul2B,cumul2B.Ln,cumul3B,cumulHR,cumulRBI,cumulRBI.Ln,cumulSB,cumulCS,cumulBB,cumulSO,cumulBA,cumulOBP,cumulSLG,cumulSLG.Ln,cumulOPS,cumulOPS+,cumulOPS.Ln,cumulTB,cumulTB.Ln,cumulGDP,cumulHBP,cumulSH,cumulSH.Sqr,cumulSF,cumulIBB,First Year,League,Next WAR,Status.Eq.Agreed,Status.Eq.FA,Status.Eq.Signed,Status.Eq.Signed (A),Status.Eq.Signed (B),New Contract,Inferred Contract,Multiyear Contract,New Multiyear,Born,2B_po,BB_po,HR_po,IBB_po,3B_po,HBP_po,Championships,Wins,TB_po,AB_po,G_po,H_po,Losses,R_po,RBI_po,CS_po,GDP_po,PA_po,SH_po,SO_po,SB_po,SF_po,BA_po,OBP_po,SLG_po,OPS_po,Finish.Num,DS,LCS,WS,Champion,Payroll,Payroll.Ln,Switch.Eq.True,SalaryADJ.Ln
1998,1,31,163,5.093750201,26569,706,6.559615237,609,113,200,48,2,49,152,6,4,81,84,0.328407225,0.399433428,0.655172414,1.054605842,172.3151588,399,159201,17,1,0,0,15,10,60,-1,-1,-3,-7,48,4.6,21.16,26,74,7.1,2.909500547,50.41,1211.967074,7.3,-0.9,77,0,1,0,445,198025,6.098074282,158,9.5,107,0.307535642,0.268,0.336,0.427,0.763,0.75,67.1,6.1,1.123255814,0.463054187,0.326765189,10.69090909,0.069405099,0.11898017,0.114730878,0.140226629,0.695467422,0.26,722,521284,6.582025139,4.5,0.97,6.2,-1.6,60.8,5.6,0.99,0,10,1237,5332,8.581481681,4684,8.451907725,795,6.678342115,1388,7.235619141,316,5.755742214,19,321,1019,6.926577033,71,33,530,811,0.296,0.368,0.577,-0.549913012,0.946,148,4.997212274,2705,7.902857191,157,44,4,16,67,65,1989,1,3.4,0,0,0,0,0,1,1,0,1,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,102689256.1,18.44721806,1,16.49578154
1998,1,26,96,4.564348191,9216,371,5.916202063,341,58,91,18,2,13,49,2,1,22,66,0.26686217,0.313513514,0.445747801,0.759261314,97.69817893,152,23104,7,3,1,1,4,0,1,0,-1,4,-5,0,0.1,0.01,14,14,1.4,-0.068141439,1.96,4.055199967,0.9,-0.1,10,0,1,0,263,69169,5.572154032,47,4.8,107,0.293233083,0.268,0.336,0.427,0.763,0.461,-1.9,-0.2,0.689922481,0.246334311,0.17888563,3.466666667,0.035040431,0.177897574,0.059299191,0.088948787,0.716981132,0.23,380,144400,5.940171253,1,1.03,0.3,0.7,0.1,0,0.98,3.79,7,719,2882,7.966239777,2639,7.878155337,371,5.916202063,733,6.597145702,159,5.068904202,13,71,336,5.81711116,42,16,184,460,0.278,0.33,0.429,-0.84629836,0.759,97,4.574710979,1131,7.030857476,60,32,10,100,17,26,1992,1,0.7,0,0,0,0,0,1,1,0,0,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,85087182.79,18.25918697,1,14.19319645
1998,1,33,96,4.564348191,9216,294,5.683579767,252,27,63,10,1,2,33,1,0,33,49,0.25,0.342560554,0.321428571,0.663989125,77.11267655,81,6561,8,3,5,25,1,1,-10,1,-1,-2,5,-7,-0.6,0.36,11,4,0.4,-0.59053477,0.16,1.491824698,0.6,0.3,6,0,1,0,203,41209,5.313205979,29,3.81875,107.125,0.301980198,0.2681875,0.33621875,0.42728125,0.7635,0.36215625,-7.4,-0.7,0.598984772,0.206349206,0.071428571,1.333333333,0.006802721,0.166666667,0.112244898,0.044217687,0.68707483,0.243055556,299,89401,5.700443573,-1,1.03625,-1,0.1,-7.9,-0.8,0.948394649,2.313888889,11,636,1930,7.565275282,1665,7.417580402,197,5.283203729,396,5.981414211,78,4.356708827,7,35,182,5.204006687,3,7,219,395,0.238,0.328,0.356,-1.032824548,0.684,83,4.418840608,593,6.385194399,38,10,23,529,13,6,1988,1,-0.4,0,0,0,0,0,1,1,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,50886690,17.74511195,1,13.85070614
1998,1,35,113,4.727387819,12769,303,5.713732806,259,43,75,17,1,9,39,0,0,37,57,0.28957529,0.376666667,0.467181467,0.843848134,104.2552721,121,14641,6,1,3,9,3,4,0,-1,0,3,5,6,0.6,0.36,9,16,1.5,-0.015902106,2.25,4.48168907,1.2,0.7,13,0,1,0,196,38416,5.278114659,47,6.4,125,0.336734694,0.292,0.366,0.461,0.827,0.626,2.3,0.2,0.836842105,0.32046332,0.177606178,0,0.02970297,0.188118812,0.122112211,0.089108911,0.646864686,0.25,307,94249,5.726847748,0.6,1.05,0.8,-0.2,5,0.4,0.95,1.66,15,1041,2983,8.000684785,2616,7.869401713,256,5.545177444,659,6.490723535,118,4.770684624,8,54,270,5.598421959,6,6,302,440,0.252,0.329,0.365,-1.007857925,0.694,83,4.418840608,955,6.86171134,62,10,33,1089,22,40,1984,0,0.2,0,0,0,0,0,1,1,0,0,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,71187064,18.08082167,1,14.59866156
1998,1,32,110,4.700480366,12100,335,5.814130532,291,30,72,12,3,2,26,1,5,38,49,0.24742268,0.339339339,0.329896907,0.669236247,64.27681773,96,9216,11,3,2,4,1,3,-16,-3,-1,1,6,-13,-1.5,2.25,10,-2,-0.4,-1.008449435,0.16,0.670320046,-0.5,0.6,-4,0,1,0,238,56644,5.472270674,31,3.5,125,0.290456432,0.292,0.366,0.461,0.827,0.354,-16.4,-1.6,0.565957447,0.199312715,0.082474227,1.333333333,0.005970149,0.146268657,0.113432836,0.050746269,0.719402985,0.24,344,118336,5.840641657,-1.9,1.01,-1.4,-0.4,-19.6,-1.7,0.94,2.74,12,960,3183,8.065579427,2845,7.953318347,231,5.442417711,692,6.539585956,104,4.644390899,19,19,264,5.575949103,10,19,231,482,0.243,0.308,0.313,-1.161552088,0.622,68,4.219507705,891,6.792344427,78,45,42,1764,18,27,1987,0,-0.3,0,0,0,0,0,1,1,0,0,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,68184231.99,18.03772389,0,14.95866429
1998,1,32,109,4.691347882,11881,152,5.023880521,129,21,36,13,1,5,20,0,0,22,34,0.279069767,0.381578947,0.511627907,0.893206854,119.5546918,66,4356,2,0,0,0,1,0,3,0,0,6,-1,7,0.7,0.49,5,13,1.1,-0.224859439,1.21,3.004166024,0.7,0.3,7,0,0,0,96,9216,4.564348191,27,7.604587156,120.412844,0.340659341,0.285944954,0.359211009,0.451458716,0.810669725,0.687256881,4.6,0.5,0.926315789,0.403100775,0.23255814,0,0.032894737,0.223684211,0.144736842,0.125,0.598684211,0.148372093,153,23409,5.030437921,-0.1,1.174678899,0.2,-0.2,5.1,0.4,0.951895425,1.285581395,8,717,1216,7.103322063,1072,6.977281342,134,4.8978398,266,5.583496309,51,3.931825633,12,31,156,5.049856007,15,8,135,243,0.248,0.331,0.405,-0.903868212,0.736,88,4.477336814,434,6.073044534,19,2,0,0,7,11,1991,0,0.8,0,0,0,0,0,1,1,0,1,1966,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,1,4,0,2,0,0,0,0,0,0,1,1,1,1,0,75831551.21,18.14402501,0,13.61337795
1998,1,31,79,4.369447852,6241,169,5.129898715,156,12,24,4,1,1,8,2,1,9,36,0.153846154,0.208333333,0.211538462,0.419871795,12.18628058,33,1089,5,2,1,1,1,2,-20,0,0,3,3,-14,-1.5,2.25,5,-8,-1,-1.321885434,1,0.367879441,-1.2,0.6,-11,0,1,0,140,19600,4.941642423,6,1.2,106,0.191666667,0.267,0.337,0.42,0.757,0.067,-20.4,-2,0.326086957,0.121794872,0.057692308,1.333333333,0.00591716,0.213017751,0.053254438,0.035502959,0.710059172,0.14,173,29929,5.153291594,-1.3,0.94,-1.5,0.2,-21.6,-2.1,1.01,1.13,6,473,988,6.895682698,888,6.788971743,100,4.605170186,203,5.313205979,42,3.737669618,5,11,95,4.553876892,9,6,68,163,0.229,0.288,0.324,-1.127011763,0.612,64,4.158883083,288,5.66296048,14,10,12,144,10,6,1993,0,0.5,0,0,0,0,0,1,1,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,69026416,18.04999983,0,13.87161282
1998,1,29,152,5.023880521,23104,639,6.459904454,572,84,159,27,2,34,119,8,2,48,134,0.277972028,0.333333333,0.51048951,0.843822844,115.0901981,292,85264,18,6,0,0,13,3,7,-1,-2,-11,0,-8,-0.6,0.36,24,16,1.6,0.036337227,2.56,4.953032424,2.7,-1,28,1,0,0,446,198916,6.100318952,95,5.7,111,0.299760192,0.273,0.342,0.434,0.776,0.541,11.8,1.1,0.812933025,0.326923077,0.232517483,12.95238095,0.053208138,0.20970266,0.075117371,0.098591549,0.65258216,0.24,655,429025,6.484635236,-0.5,1.08,1.2,-1.7,1.5,0.1,1.01,1.43,9,975,3921,8.274102002,3504,8.161660452,532,6.276643489,888,6.788971743,171,5.141663557,11,197,601,6.398594935,37,25,342,941,0.253,0.323,0.477,-0.740238788,0.8,108,4.682131227,1672,7.421775794,67,35,4,16,36,16,1990,1,1.7,0,0,0,0,0,1,1,0,1,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,27490387.5,17.12934696,1,15.95535545
1998,1,33,127,4.844187086,16129,516,6.246106765,472,50,146,27,2,1,40,1,0,32,52,0.309322034,0.349609375,0.381355932,0.730965307,90.09499391,180,32400,15,1,4,16,7,6,-7,0,-2,1,-8,-16,-1.4,1.96,19,4,0.4,-0.59053477,0.16,1.491824698,0.3,-0.6,3,0,1,0,352,123904,5.863631176,61,4.6,111,0.340375587,0.273,0.342,0.434,0.776,0.447,-5.9,-0.6,0.627565982,0.141949153,0.072033898,1,0.001937984,0.100775194,0.062015504,0.058139535,0.825581395,0.25,523,273529,6.259581464,-1.4,1,-0.8,-0.6,-12,-1.1,0.92,1.25,11,1067,4127,8.32530603,3727,8.223358899,501,6.216606101,1140,7.038783541,228,5.429345629,20,73,483,6.180016654,45,24,315,501,0.306,0.36,0.437,-0.827822084,0.796,112,4.718498871,1627,7.394493107,98,21,26,676,38,51,1988,1,0,0,0,0,0,0,1,1,0,1,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,29590778.86,17.20297335,1,14.52966869
1998,1,32,73,4.290459441,5329,273,5.609471795,216,29,45,6,1,7,38,1,3,49,66,0.208333333,0.366300366,0.342592593,0.708892959,88.53554162,74,5476,5,6,0,0,2,3,-2,-1,0,-1,-4,-7,-0.8,0.64,9,1,0,-0.799492103,0,1,0.1,-0.6,2,0,0,1,181,32761,5.198497031,30,4.4,107,0.262068966,0.269,0.34,0.424,0.764,0.46,-1.5,-0.2,0.709497207,0.351851852,0.134259259,1.75,0.025641026,0.241758242,0.179487179,0.051282051,0.531135531,0.18,279,77841,5.631211782,1.1,1.19,0,0.9,5,0.5,1.02,1.06,7,639,2530,7.835974582,2176,7.685243608,361,5.888877958,583,6.368187186,99,4.59511985,5,105,366,5.902633333,33,17,290,504,0.268,0.361,0.463,-0.770028225,0.824,113,4.727387819,1007,6.914730893,50,38,6,36,20,13,1992,0,4.6,0,0,0,0,0,1,1,0,1,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,32100341.5,17.28437723,1,15.41328863
1998,1,28,107,4.672828834,11449,377,5.932245187,333,31,83,15,0,3,42,3,3,36,46,0.249249249,0.323529412,0.321321321,0.644850733,68.63641402,107,11449,6,2,3,9,3,0,-14,0,2,-4,2,-15,-1.4,1.96,14,-1,-0.1,-0.851731436,0.01,0.904837418,0.3,-0.2,3,0,1,0,265,70225,5.579729826,36,3.6,111,0.278745645,0.273,0.342,0.434,0.776,0.341,-14.9,-1.4,0.55984556,0.18018018,0.072072072,3,0.00795756,0.122015915,0.095490716,0.047745358,0.76127321,0.16,388,150544,5.96100534,0,1.03,-0.8,0.8,-4.3,-0.4,0.95,1.52,6,575,2279,7.731492029,2023,7.612336837,228,5.429345629,538,6.28785856,106,4.663439094,9,22,241,5.484796933,17,10,191,293,0.266,0.327,0.36,-1.021651248,0.687,84,4.430816799,728,6.590301048,61,9,23,529,33,7,1993,1,0.9,0,0,0,0,0,1,1,0,0,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,35049797.5,17.37228039,0,13.14337432
1998,1,29,149,5.003946306,22201,581,6.364750757,543,56,141,26,3,9,70,7,4,24,86,0.259668508,0.295847751,0.368324125,0.664171876,71.37250027,200,40000,12,6,3,9,5,1,-24,0,-1,-4,8,-20,-1.8,3.24,22,2,0.2,-0.695013437,0.04,1.221402758,0.6,0.5,6,0,0,1,426,181476,6.054439346,57,3.6,111,0.291390728,0.273,0.342,0.434,0.776,0.334,-24.4,-2.3,0.557416268,0.158379374,0.108655617,7.875,0.015490534,0.148020654,0.04130809,0.065404475,0.779690189,0.21,595,354025,6.388561406,-1.8,1.04,-2.1,0.4,-22.9,-2.1,0.93,2.18,6,742,2658,7.885329239,2464,7.809541325,304,5.717027701,653,6.481577129,120,4.787491743,21,41,303,5.713732806,42,25,95,432,0.265,0.301,0.381,-0.964955904,0.682,76,4.33073334,938,6.843749949,71,45,24,576,30,2,1993,1,0.2,0,0,0,0,0,1,1,0,1,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,19570155,16.78951626,1,15.10948718
